USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
OH	39045030900	81995367	264997	      31.659	       0.102	 39.7791704	 -82.6719578                                                                                                                       
OH	39045031000	86145375	290084	      33.261	       0.112	 39.7700889	 -82.5355580                                                                                                                       
OH	39045031100	160341805	1799921	      61.908	       0.695	 39.7348455	 -82.4304235                                                                                                                     
OH	39045031200	110643665	876102	      42.720	       0.338	 39.6551022	 -82.5458341                                                                                                                      
OH	39045031300	10756332	10334	       4.153	       0.004	 39.7104361	 -82.5504399                                                                                                                        
OH	39045031400	15243069	54953	       5.885	       0.021	 39.7350962	 -82.5868003                                                                                                                        
OH	39045031500	2953952	0	       1.141	       0.000	 39.7348736	 -82.6221648                                                                                                                             
OH	39045031600	12243026	11038	       4.727	       0.004	 39.7188198	 -82.6453434                                                                                                                        
OH	39045031700	1797339	0	       0.694	       0.000	 39.7195953	 -82.6170716                                                                                                                             
OH	39045032000	2117983	5001	       0.818	       0.002	 39.7191040	 -82.6055748                                                                                                                          
OH	39045032100	1225468	0	       0.473	       0.000	 39.7202107	 -82.5884014                                                                                                                             
OH	39045032200	3227653	27175	       1.246	       0.010	 39.7081478	 -82.5881030                                                                                                                         
OH	39045032300	6863319	48466	       2.650	       0.019	 39.6974797	 -82.6062428                                                                                                                         
OH	39045032500	158180435	614179	      61.074	       0.237	 39.6417657	 -82.6715907                                                                                                                      
OH	39045032600	189515414	266745	      73.172	       0.103	 39.6482016	 -82.7747855                                                                                                                      
OH	39045032701	3480823	299	       1.344	       0.000	 39.9184626	 -82.7922295                                                                                                                           
OH	39045032702	5574284	2553	       2.152	       0.001	 39.9289778	 -82.8049355                                                                                                                          
OH	39045032800	3432937	0	       1.325	       0.000	 39.9210409	 -82.7739627                                                                                                                             
OH	39045032900	26102345	58992	      10.078	       0.023	 39.9127372	 -82.7327057                                                                                                                        
OH	39045033000	39995382	41400	      15.442	       0.016	 39.8452561	 -82.7586666                                                                                                                        
OH	39045033100	16196181	0	       6.253	       0.000	 39.8894298	 -82.7408044                                                                                                                            
OH	39047925800	322232943	873956	     124.415	       0.337	 39.6350020	 -83.3815975                                                                                                                      
OH	39047925900	274225082	525226	     105.879	       0.203	 39.6184370	 -83.5705984                                                                                                                      
OH	39047926000	40107272	194055	      15.486	       0.075	 39.5287798	 -83.4682678                                                                                                                       
OH	39047926100	18098641	0	       6.988	       0.000	 39.5670035	 -83.4301994                                                                                                                            
OH	39047926200	35961570	52767	      13.885	       0.020	 39.5322942	 -83.3953731                                                                                                                        
OH	39047926300	16522910	0	       6.380	       0.000	 39.5022289	 -83.4248027                                                                                                                            
OH	39047926400	345310169	59313	     133.325	       0.023	 39.4551930	 -83.4435024                                                                                                                       
OH	39049000110	1961592	1405	       0.757	       0.001	 40.0589918	 -83.0127611                                                                                                                          
OH	39049000120	2869095	10651	       1.108	       0.004	 40.0510465	 -83.0236812                                                                                                                         
OH	39049000210	1706669	7613	       0.659	       0.003	 40.0438151	 -83.0050977                                                                                                                          
OH	39049000220	1945297	0	       0.751	       0.000	 40.0369883	 -83.0113311                                                                                                                             
OH	39049000310	1853722	284	       0.716	       0.000	 40.0361932	 -82.9938588                                                                                                                           
OH	39049000320	1275684	0	       0.493	       0.000	 40.0381592	 -82.9834210                                                                                                                             
OH	39049000330	795833	0	       0.307	       0.000	 40.0278720	 -82.9858868                                                                                                                              
OH	39049000410	774459	0	       0.299	       0.000	 40.0289957	 -83.0194484                                                                                                                              
OH	39049000420	1464554	1775	       0.565	       0.001	 40.0276643	 -83.0062521                                                                                                                          
OH	39049000500	1258889	4543	       0.486	       0.002	 40.0208195	 -83.0082107                                                                                                                          
OH	39049000600	979574	1887	       0.378	       0.001	 40.0158960	 -83.0059730                                                                                                                           
OH	39049000710	1309785	335	       0.506	       0.000	 40.0192278	 -82.9890673                                                                                                                           
OH	39049000720	2186630	761	       0.844	       0.000	 40.0051367	 -82.9867232                                                                                                                           
OH	39049000730	1042915	0	       0.403	       0.000	 40.0050776	 -82.9736696                                                                                                                             
OH	39049000810	994313	0	       0.384	       0.000	 40.0265433	 -82.9761993                                                                                                                              
OH	39049000820	1447174	730	       0.559	       0.000	 40.0257183	 -82.9631919                                                                                                                           
OH	39049000910	1282526	3900	       0.495	       0.002	 40.0162410	 -82.9733326                                                                                                                          
OH	39049000920	915594	0	       0.354	       0.000	 40.0163266	 -82.9626323                                                                                                                              
OH	39049001000	893818	0	       0.345	       0.000	 40.0096828	 -83.0031624                                                                                                                              
OH	39049001110	534671	0	       0.206	       0.000	 40.0091635	 -83.0142462                                                                                                                              
OH	39049001121	900554	2724	       0.348	       0.001	 39.9989392	 -83.0125017                                                                                                                           
OH	39049001122	6038488	240301	       2.331	       0.093	 40.0086327	 -83.0325041                                                                                                                        
OH	39049001200	671187	0	       0.259	       0.000	 40.0038089	 -83.0017602                                                                                                                              
OH	39049001300	684030	0	       0.264	       0.000	 39.9983165	 -83.0011748                                                                                                                              
OH	39049001400	1854754	0	       0.716	       0.000	 39.9952118	 -82.9871075                                                                                                                             
OH	39049001500	1312161	0	       0.507	       0.000	 39.9916118	 -82.9778815                                                                                                                             
OH	39049001600	490185	0	       0.189	       0.000	 39.9913243	 -82.9979222                                                                                                                              
OH	39049001700	513152	0	       0.198	       0.000	 39.9905265	 -83.0033961                                                                                                                              
OH	39049001810	395016	0	       0.153	       0.000	 39.9922086	 -83.0116136                                                                                                                              
OH	39049001820	873902	55	       0.337	       0.000	 39.9879140	 -83.0142071                                                                                                                             
OH	39049001901	1727500	113849	       0.667	       0.044	 39.9858102	 -83.0306560                                                                                                                        
OH	39049001902	1092045	0	       0.422	       0.000	 39.9891032	 -83.0474644                                                                                                                             
OH	39049002000	695583	0	       0.269	       0.000	 39.9820617	 -83.0140758                                                                                                                              
OH	39049002100	521534	3515	       0.201	       0.001	 39.9788975	 -83.0072144                                                                                                                           
OH	39049002200	698701	0	       0.270	       0.000	 39.9826700	 -82.9996446                                                                                                                              
OH	39049002300	2572091	80	       0.993	       0.000	 39.9814177	 -82.9723053                                                                                                                            
OH	39049002510	4936014	17613	       1.906	       0.007	 39.9904547	 -82.9524993                                                                                                                         
OH	39049002520	1570640	26003	       0.606	       0.010	 39.9752413	 -82.9524679                                                                                                                         
OH	39049002600	3577660	21100	       1.381	       0.008	 39.9881814	 -82.9252016                                                                                                                         
OH	39049002710	842389	0	       0.325	       0.000	 39.9799666	 -82.9193605                                                                                                                              
OH	39049002730	930897	0	       0.359	       0.000	 39.9707774	 -82.9102201                                                                                                                              
OH	39049002740	1408998	0	       0.544	       0.000	 39.9691558	 -82.9184186                                                                                                                             
OH	39049002750	935461	0	       0.361	       0.000	 39.9629307	 -82.9082692                                                                                                                              
OH	39049002760	1311428	0	       0.506	       0.000	 39.9543155	 -82.9198493                                                                                                                             
OH	39049002770	924397	0	       0.357	       0.000	 39.9516458	 -82.9102361                                                                                                                              
OH	39049002780	1728827	41713	       0.668	       0.016	 39.9439852	 -82.9288221                                                                                                                         
OH	39049002800	1142270	0	       0.441	       0.000	 39.9730499	 -82.9648451                                                                                                                             
OH	39049002900	827332	0	       0.319	       0.000	 39.9757645	 -82.9751700                                                                                                                              
OH	39049003000	4106335	25439	       1.585	       0.010	 39.9708872	 -82.9937861                                                                                                                         
OH	39049003200	1523104	120556	       0.588	       0.047	 39.9713799	 -83.0130821                                                                                                                        
OH	39049003600	689642	0	       0.266	       0.000	 39.9685662	 -82.9751993                                                                                                                              
OH	39049003700	2091023	40589	       0.807	       0.016	 39.9627013	 -82.9535872                                                                                                                         
OH	39049003800	727837	0	       0.281	       0.000	 39.9628511	 -82.9736398                                                                                                                              
OH	39049004000	2248844	110371	       0.868	       0.043	 39.9578076	 -82.9938952                                                                                                                        
OH	39049004200	1171881	220498	       0.452	       0.085	 39.9597484	 -83.0124370                                                                                                                        
OH	39049004300	5127047	1289241	       1.980	       0.498	 39.9710998	 -83.0502723                                                                                                                       
OH	39049004500	2534381	12005	       0.979	       0.005	 39.9583312	 -83.0663570                                                                                                                         
OH	39049004610	1488103	2655	       0.575	       0.001	 39.9481019	 -83.0842653                                                                                                                          
OH	39049004620	739801	0	       0.286	       0.000	 39.9496827	 -83.0737714                                                                                                                              
OH	39049004700	1327392	0	       0.513	       0.000	 39.9501843	 -83.0636492                                                                                                                             
OH	39049004810	790007	0	       0.305	       0.000	 39.9402282	 -83.0742032                                                                                                                              
OH	39049004820	846216	0	       0.327	       0.000	 39.9419896	 -83.0619677                                                                                                                              
OH	39049004900	2431847	0	       0.939	       0.000	 39.9483027	 -83.0478959                                                                                                                             
OH	39049005000	2130727	0	       0.823	       0.000	 39.9539695	 -83.0297197                                                                                                                             
OH	39049005100	3996879	236573	       1.543	       0.091	 39.9427460	 -83.0214223                                                                                                                        
OH	39049005200	878620	0	       0.339	       0.000	 39.9504115	 -82.9926055                                                                                                                              
OH	39049005300	1464874	0	       0.566	       0.000	 39.9553231	 -82.9740477                                                                                                                             
OH	39049005410	1000246	12323	       0.386	       0.005	 39.9555588	 -82.9538281                                                                                                                         
OH	39049005420	948271	0	       0.366	       0.000	 39.9511093	 -82.9555187                                                                                                                              
OH	39049005500	1480787	0	       0.572	       0.000	 39.9460765	 -82.9603156                                                                                                                             
OH	39049005610	632242	0	       0.244	       0.000	 39.9473897	 -82.9781080                                                                                                                              
OH	39049005620	725428	0	       0.280	       0.000	 39.9399965	 -82.9784131                                                                                                                              
OH	39049005700	2059974	219764	       0.795	       0.085	 39.9456757	 -82.9987751                                                                                                                        
OH	39049005810	921802	49227	       0.356	       0.019	 39.9380283	 -82.9917432                                                                                                                          
OH	39049005820	762381	0	       0.294	       0.000	 39.9322038	 -82.9909595                                                                                                                              
OH	39049005900	780808	0	       0.301	       0.000	 39.9391312	 -82.9688229                                                                                                                              
OH	39049006000	968520	0	       0.374	       0.000	 39.9317195	 -82.9775299                                                                                                                              
OH	39049006100	1055212	0	       0.407	       0.000	 39.9255085	 -82.9905758                                                                                                                             
OH	39049006220	9277223	491843	       3.582	       0.190	 40.0869285	 -83.1281944                                                                                                                        
OH	39049006230	30475999	145365	      11.767	       0.056	 40.0793417	 -83.1738840                                                                                                                       
OH	39049006236	6527242	249641	       2.520	       0.096	 40.1318452	 -83.1384482                                                                                                                        
OH	39049006310	4188228	161515	       1.617	       0.062	 40.0383407	 -83.0826530                                                                                                                        
OH	39049006321	4375005	38404	       1.689	       0.015	 40.0375259	 -83.0573688                                                                                                                         
OH	39049006323	2381812	0	       0.920	       0.000	 40.0250923	 -83.0552958                                                                                                                             
OH	39049006330	2846186	151941	       1.099	       0.059	 40.0233539	 -83.0819291                                                                                                                        
OH	39049006340	3281273	106552	       1.267	       0.041	 40.0552602	 -83.0809270                                                                                                                        
OH	39049006351	2281488	15132	       0.881	       0.006	 40.0664173	 -83.0541570                                                                                                                         
OH	39049006352	823501	0	       0.318	       0.000	 40.0552211	 -83.0504838                                                                                                                              
OH	39049006353	1745890	0	       0.674	       0.000	 40.0587649	 -83.0697470                                                                                                                             
OH	39049006371	3658853	148068	       1.413	       0.057	 40.0870733	 -83.1021360                                                                                                                        
OH	39049006372	2247015	60203	       0.868	       0.023	 40.0708026	 -83.1020043                                                                                                                         
OH	39049006383	9025116	65455	       3.485	       0.025	 40.1225062	 -83.0948987                                                                                                                         
OH	39049006384	2445783	14433	       0.944	       0.006	 40.1224839	 -83.0743319                                                                                                                         
OH	39049006386	4332416	21307	       1.673	       0.008	 40.1021625	 -83.0839004                                                                                                                         
OH	39049006387	3862234	48700	       1.491	       0.019	 40.0960845	 -83.0661371                                                                                                                         
OH	39049006391	6521401	71518	       2.518	       0.028	 40.1265761	 -83.0491177                                                                                                                         
OH	39049006392	4125349	35409	       1.593	       0.014	 40.1023122	 -83.0452464                                                                                                                         
OH	39049006393	2357237	5785	       0.910	       0.002	 40.1305341	 -83.0815418                                                                                                                          
OH	39049006394	1023973	0	       0.395	       0.000	 40.1322651	 -83.0662327                                                                                                                             
OH	39049006395	1809391	25859	       0.699	       0.010	 40.0703960	 -83.0864651                                                                                                                         
OH	39049006396	8478579	35767	       3.274	       0.014	 40.0791862	 -83.0629172                                                                                                                         
OH	39049006410	2184724	71566	       0.844	       0.028	 40.0117459	 -83.0823861                                                                                                                         
OH	39049006430	2582838	0	       0.997	       0.000	 40.0134751	 -83.0590718                                                                                                                             
OH	39049006500	2410416	28837	       0.931	       0.011	 40.0032008	 -83.0677077                                                                                                                         
OH	39049006600	2148097	26973	       0.829	       0.010	 39.9961241	 -83.0598240                                                                                                                         
OH	39049006710	1726249	2336	       0.667	       0.001	 40.0876281	 -83.0127650                                                                                                                          
OH	39049006721	2825390	70842	       1.091	       0.027	 40.1027983	 -83.0233041                                                                                                                         
OH	39049006722	3917376	9742	       1.513	       0.004	 40.1018205	 -83.0044050                                                                                                                          
OH	39049006810	1694423	12227	       0.654	       0.005	 40.0788931	 -83.0153586                                                                                                                         
OH	39049006821	1491872	11445	       0.576	       0.004	 40.0693520	 -83.0254867                                                                                                                         
OH	39049006822	1151568	0	       0.445	       0.000	 40.0732599	 -83.0099114                                                                                                                             
OH	39049006910	1772726	13141	       0.684	       0.005	 40.0876272	 -83.0262338                                                                                                                         
OH	39049006921	2642421	109256	       1.020	       0.042	 40.0820842	 -82.9956644                                                                                                                        
OH	39049006923	1825816	0	       0.705	       0.000	 40.0792490	 -82.9818481                                                                                                                             
OH	39049006924	1651083	0	       0.637	       0.000	 40.0657479	 -82.9855990                                                                                                                             
OH	39049006931	2020633	1207	       0.780	       0.000	 40.0817154	 -82.9672126                                                                                                                          
OH	39049006932	2557334	2107	       0.987	       0.001	 40.0729849	 -82.9636949                                                                                                                          
OH	39049006933	1512730	0	       0.584	       0.000	 40.0634418	 -82.9653429                                                                                                                             
OH	39049006942	360751	0	       0.139	       0.000	 40.1036971	 -82.9732565                                                                                                                              
OH	39049006943	1859425	0	       0.718	       0.000	 40.0941594	 -82.9793117                                                                                                                             
OH	39049006944	2557652	0	       0.988	       0.000	 40.1012134	 -82.9627278                                                                                                                             
OH	39049006945	1967756	511	       0.760	       0.000	 40.0925469	 -82.9580378                                                                                                                           
OH	39049006950	4132113	303306	       1.595	       0.117	 40.0775404	 -83.0419930                                                                                                                        
OH	39049006990	7560638	114867	       2.919	       0.044	 40.1163076	 -82.9625507                                                                                                                        
OH	39049007010	2742349	105825	       1.059	       0.041	 40.1221587	 -82.9372493                                                                                                                        
OH	39049007020	4432220	11373	       1.711	       0.004	 40.1247148	 -82.9196787                                                                                                                         
OH	39049007041	3774080	112158	       1.457	       0.043	 40.1248738	 -83.0270689                                                                                                                        
OH	39049007043	2602402	4220	       1.005	       0.002	 40.1214012	 -83.0069160                                                                                                                          
OH	39049007044	2209219	36366	       0.853	       0.014	 40.1297605	 -83.0048569                                                                                                                         
OH	39049007047	2338344	18101	       0.903	       0.007	 40.1228600	 -82.9805908                                                                                                                         
OH	39049007048	2854750	49277	       1.102	       0.019	 40.1254270	 -82.9851873                                                                                                                         
OH	39049007112	3956804	32802	       1.528	       0.013	 40.0723986	 -82.9433048                                                                                                                         
OH	39049007113	2632223	66668	       1.016	       0.026	 40.0683461	 -82.9273814                                                                                                                         
OH	39049007114	4162943	74872	       1.607	       0.029	 40.0994932	 -82.9362507                                                                                                                         
OH	39049007115	1763704	6123	       0.681	       0.002	 40.0864915	 -82.9397123                                                                                                                          
OH	39049007120	3372216	50541	       1.302	       0.020	 40.0895309	 -82.9205093                                                                                                                         
OH	39049007132	5869616	59350	       2.266	       0.023	 40.0701577	 -82.8813209                                                                                                                         
OH	39049007193	4517551	30978	       1.744	       0.012	 40.1151582	 -82.9017847                                                                                                                         
OH	39049007194	4890793	25505	       1.888	       0.010	 40.1057796	 -82.9068024                                                                                                                         
OH	39049007198	1533813	7516	       0.592	       0.003	 40.0892757	 -82.9005496                                                                                                                          
OH	39049007199	3521437	33320	       1.360	       0.013	 40.0673604	 -82.9169840                                                                                                                         
OH	39049007201	9495823	116057	       3.666	       0.045	 40.1185387	 -82.8261998                                                                                                                        
OH	39049007202	3804875	192728	       1.469	       0.074	 40.0691639	 -82.8976290                                                                                                                        
OH	39049007203	16888551	126990	       6.521	       0.049	 40.1048366	 -82.7842131                                                                                                                       
OH	39049007205	5386970	36889	       2.080	       0.014	 40.1024945	 -82.8249149                                                                                                                         
OH	39049007207	7596156	49957	       2.933	       0.019	 40.0970817	 -82.8518434                                                                                                                         
OH	39049007209	5719490	64578	       2.208	       0.025	 40.0674065	 -82.8541053                                                                                                                         
OH	39049007210	23914460	406074	       9.233	       0.157	 40.0702610	 -82.8021130                                                                                                                       
OH	39049007393	9865724	104048	       3.809	       0.040	 40.0423174	 -82.8434933                                                                                                                        
OH	39049007394	17594445	291187	       6.793	       0.112	 40.0367903	 -82.8099308                                                                                                                       
OH	39049007395	8261589	86427	       3.190	       0.033	 39.9907135	 -82.8081935                                                                                                                         
OH	39049007396	17331053	245663	       6.692	       0.095	 40.0133020	 -82.7937913                                                                                                                       
OH	39049007424	4371033	21415	       1.688	       0.008	 40.0221698	 -82.9016155                                                                                                                         
OH	39049007425	2494207	26076	       0.963	       0.010	 40.0158612	 -82.8862354                                                                                                                         
OH	39049007426	2731532	68088	       1.055	       0.026	 40.0202468	 -82.8725971                                                                                                                         
OH	39049007427	7189680	67551	       2.776	       0.026	 40.0046374	 -82.8564221                                                                                                                         
OH	39049007492	6184860	195298	       2.388	       0.075	 40.0367471	 -82.8798616                                                                                                                        
OH	39049007494	2864455	27479	       1.106	       0.011	 40.0432805	 -82.8990668                                                                                                                         
OH	39049007511	1713327	2137	       0.662	       0.001	 40.0076056	 -82.9584880                                                                                                                          
OH	39049007512	1975516	13400	       0.763	       0.005	 40.0055628	 -82.9453970                                                                                                                         
OH	39049007520	2538483	30533	       0.980	       0.012	 40.0176977	 -82.9471745                                                                                                                         
OH	39049007531	1919768	2355	       0.741	       0.001	 40.0504108	 -82.9486151                                                                                                                          
OH	39049007532	838445	24750	       0.324	       0.010	 40.0539581	 -82.9324823                                                                                                                          
OH	39049007533	2118585	39441	       0.818	       0.015	 40.0432684	 -82.9404121                                                                                                                         
OH	39049007534	2304278	23763	       0.890	       0.009	 40.0325524	 -82.9464802                                                                                                                         
OH	39049007550	6076353	68962	       2.346	       0.027	 40.0132294	 -82.9228092                                                                                                                         
OH	39049007551	2847928	23406	       1.100	       0.009	 40.0257065	 -82.9213936                                                                                                                         
OH	39049007710	2035388	0	       0.786	       0.000	 40.0368608	 -82.9675738                                                                                                                             
OH	39049007721	2149690	15318	       0.830	       0.006	 40.0550535	 -82.9637727                                                                                                                         
OH	39049007722	1792439	0	       0.692	       0.000	 40.0461955	 -82.9656433                                                                                                                             
OH	39049007730	1448832	1038	       0.559	       0.000	 40.0574480	 -82.9892105                                                                                                                          
OH	39049007740	1756230	2942	       0.678	       0.001	 40.0508638	 -82.9824874                                                                                                                          
OH	39049007811	2116015	2552	       0.817	       0.001	 40.0347566	 -83.0435104                                                                                                                          
OH	39049007812	4168884	177095	       1.610	       0.068	 40.0471725	 -83.0367429                                                                                                                        
OH	39049007820	2017901	145448	       0.779	       0.056	 40.0219457	 -83.0264862                                                                                                                        
OH	39049007830	1135262	0	       0.438	       0.000	 39.9953779	 -83.0356927                                                                                                                             
OH	39049007921	9843740	119908	       3.801	       0.046	 40.0441063	 -83.1789442                                                                                                                        
OH	39049007922	7913085	48148	       3.055	       0.019	 40.0473052	 -83.1432208                                                                                                                         
OH	39049007931	4100115	101519	       1.583	       0.039	 40.0253682	 -83.1355656                                                                                                                        
OH	39049007933	5527462	15163	       2.134	       0.006	 40.0119985	 -83.1428610                                                                                                                         
OH	39049007941	7522205	250321	       2.904	       0.097	 40.0007972	 -83.1005867                                                                                                                        
OH	39049007951	5527349	442544	       2.134	       0.171	 40.0549739	 -83.1138638                                                                                                                        
OH	39049007952	8218129	222000	       3.173	       0.086	 40.0302339	 -83.1114151                                                                                                                        
OH	39049007953	5140281	74692	       1.985	       0.029	 39.9938485	 -83.1677532                                                                                                                         
OH	39049007954	7995358	47215	       3.087	       0.018	 39.9957827	 -83.1449174                                                                                                                         
OH	39049008000	57770016	604890	      22.305	       0.234	 40.0030031	 -83.2274453                                                                                                                       
OH	39049008110	2081209	0	       0.804	       0.000	 39.9575882	 -83.1291958                                                                                                                             
OH	39049008120	2014970	351	       0.778	       0.000	 39.9469883	 -83.1294886                                                                                                                           
OH	39049008132	2649316	8943	       1.023	       0.003	 39.9413151	 -83.1492604                                                                                                                          
OH	39049008141	8396387	72037	       3.242	       0.028	 39.9585985	 -83.1705406                                                                                                                         
OH	39049008142	8113323	64469	       3.133	       0.025	 39.9693303	 -83.1406162                                                                                                                         
OH	39049008161	17595811	147354	       6.794	       0.057	 39.9013182	 -83.1354983                                                                                                                       
OH	39049008162	35712671	254799	      13.789	       0.098	 39.9193520	 -83.1964122                                                                                                                       
OH	39049008163	914300	8828	       0.353	       0.003	 39.9405159	 -83.1363348                                                                                                                           
OH	39049008164	1298456	0	       0.501	       0.000	 39.9338674	 -83.1338778                                                                                                                             
OH	39049008210	7465908	10360	       2.883	       0.004	 39.9609482	 -83.1039491                                                                                                                         
